year,latitude_eq,longitude_eq,country,regionCode_eq,intensity,eqDepth,magnitude_Mw,oceanicTsunami
2008,8.423,-82.968,COSTA RICA,100,,13.0,5.6,0
2008,32.71,105.54,CHINA,30,,10.0,5.7,0
2008,35.883,-0.658,ALGERIA,15,,4.0,5.5,0
2008,24.702,84.964,INDIA,60,,11.0,4.26,0
2008,13.564,-90.599,GUATEMALA,100,,33.0,6.1,0
2008,39.52,-119.93,USA,150,,1.0,5.0,0
2008,33.86,48.59,IRAN,140,,16.0,4.855,0
2008,36.158,141.521,JAPAN,30,,39.0,6.8,0
2008,26.272,101.937,CHINA,30,,17.0,5.9,0
2008,26.743,55.828,IRAN,140,,12.0,6.1,0
2008,41.892,143.754,JAPAN,30,,25.0,6.8,1
2005,-19.987,-69.197,CHILE,160,,116.0,7.7,0
2007,-11.61,165.762,SOLOMON ISLANDS,170,,35.0,7.2,1
2008,-19.941,168.953,VANUATU,170,,32.0,6.4,1
2008,39.533,73.824,KYRGYZSTAN,40,,27.0,6.6,0
2008,29.807,90.35,CHINA,40,,12.0,6.3,0
2008,43.372,46.254,RUSSIA,40,,16.0,5.7,0
2008,-15.986,-71.748,PERU,160,,123.0,6.2,0
2008,39.802,141.464,JAPAN,30,,108.0,6.8,0
2008,32.747,105.542,CHINA,30,,10.0,5.6,0
2008,33.953,-117.761,USA,150,6.0,15.0,5.4,0
2008,32.036,104.722,CHINA,30,,7.0,5.7,0
2008,32.756,105.494,CHINA,30,,6.0,6.0,0
2008,10.514,-64.171,VENEZUELA,160,,13.0,5.2,0
2008,12.897,124.319,PHILIPPINES,170,,10.0,6.0,0
2008,25.051,97.919,CHINA,30,,46.0,5.28,0
2008,25.09,97.838,CHINA,30,,14.0,6.0,0
2008,-39.715,176.851,NEW ZEALAND,170,,32.0,5.5,0
2008,30.901,83.52,CHINA,40,8.0,12.0,6.7,0
2008,51.607,104.158,RUSSIA,40,8.0,16.0,6.2,0
2008,37.507,38.503,TURKEY,140,,6.0,4.817,0
2008,30.639,67.351,PAKISTAN,60,6.0,15.0,6.4,0
2008,-3.935,103.058,INDONESIA,60,,25.0,5.62,0
2008,17.438,73.915,INDIA,60,,10.0,5.28,0
1968,-0.6,34.4,KENYA,10,,33.0,5.151999999999999,0
2008,1.271,122.091,INDONESIA,170,,30.0,7.3,1
2008,8.267,-82.967,PANAMA,100,,32.0,6.1,0
2009,-0.414,132.885,INDONESIA,170,,17.0,7.6,1
2008,30.598,67.455,PAKISTAN,60,,14.0,6.4,0
2008,37.565,95.833,CHINA,40,,19.0,6.3,0
2000,63.966,-20.487,ICELAND,120,,10.0,6.5,0
2009,10.165,-84.197,COSTA RICA,100,,14.0,6.1,0
2009,-0.691,133.305,INDONESIA,170,,23.0,7.3,1
1943,-2.1,-80.5,ECUADOR,160,6.0,100.0,6.693,0
2009,46.857,155.154,RUSSIA,50,,36.0,7.4,1
2009,3.884,126.397,INDONESIA,170,,22.0,7.2,1
1992,35.106,139.644,JAPAN,30,,100.0,5.79,0
2008,26.99,55.8,IRAN,140,,15.0,5.4,0
2008,32.518,105.395,CHINA,30,,25.0,5.085,0
2008,-32.938,-69.259,ARGENTINA,160,,10.0,4.515,0
2008,23.97,97.569,MYANMAR (BURMA),60,,35.0,5.025,0
2008,36.401,71.075,AFGHANISTAN,40,,158.0,5.8,0
2009,-11.779,-75.626,PERU,160,,10.0,4.94,0
2009,-23.046,-174.659,TONGA,170,,34.0,7.6,1
1978,36.63,-6.871,SPAIN,130,,30.0,5.018000000000001,1
2009,42.334,13.334,ITALY,130,,9.0,6.3,0
2009,42.275,13.464,ITALY,130,,15.0,5.5,0
2009,34.204,73.899,PAKISTAN,60,,10.0,5.4,0
2009,40.657,78.692,CHINA,40,,17.0,5.705,0
2009,16.72,-86.236,HONDURAS,90,,10.0,7.3,1
2009,22.399,85.903,INDIA,60,,10.0,4.515,0
2009,13.452,-86.06,NICARAGUA,100,,36.0,4.7700000000000005,0
2009,27.143,70.749,INDIA,60,,44.0,5.45,0
2009,34.185,70.076,AFGHANISTAN,40,,6.0,5.62,0
1966,38.9,41.3,TURKEY,140,,64.0,5.151999999999999,0
2009,-45.762,166.562,NEW ZEALAND,170,,12.0,7.8,1
2009,34.743,138.264,JAPAN,30,,40.0,6.4,1
2009,14.099,92.888,INDIA,60,,5.0,7.5,1
2009,25.212,37.597,SAUDI ARABIA,140,,10.0,4.94,0
2009,25.292,37.744,SAUDI ARABIA,140,,2.0,5.7,0
2009,33.198,75.787,INDIA,60,,21.0,5.195,0
2009,41.303,22.714,MACEDONIA,130,,0.0,5.3,0
2009,44.724,78.864,KAZAKHSTAN,40,,15.0,5.4,0
2009,-17.026,168.329,VANUATU,170,,13.0,5.7,0
2009,-17.757,167.949,VANUATU,170,,15.0,6.3,0
2009,-7.782,107.297,INDONESIA,60,,46.0,7.0,1
2009,10.705,-67.92,VENEZUELA,160,,10.0,6.3,0
2009,9.59,-78.966,PANAMA,100,5.0,38.0,6.0,0
2009,25.632,101.095,CHINA,30,,7.0,5.7,0
2009,31.158,85.902,CHINA,40,,13.0,5.8,0
2009,27.332,91.437,BHUTAN,60,,14.0,6.1,0
2009,-15.489,-172.095,SAMOA,170,,18.0,8.1,1
2009,-0.72,99.867,INDONESIA,60,,81.0,7.5,1
2009,-13.006,166.51,VANUATU,170,,45.0,7.6,1
2009,27.334,56.202,IRAN,140,,14.0,5.365,0
2009,25.962,100.825,CHINA,30,,25.0,4.9,0
2009,-8.207,118.631,INDONESIA,60,,18.0,6.6,0
2009,-1.479,99.49,INDONESIA,60,,20.0,6.7,1
2009,29.358,105.438,CHINA,30,,10.0,3.92,0
2009,37.696,95.718,CHINA,40,,13.0,6.2,0
2009,25.28,95.101,MYANMAR (BURMA),60,,82.0,5.45,0
2009,42.66,43.443,GEORGIA,40,,15.0,6.0,0
2009,6.513,124.715,PHILIPPINES,170,,10.0,5.7,0
2009,-9.138,115.593,INDONESIA,60,,79.0,5.7,0
2009,-38.28,145.25,AUSTRALIA,170,,0.0,3.665,0
2009,-2.515,101.501,INDONESIA,60,,10.0,6.6,0
2009,-12.517,166.382,SOLOMON ISLANDS,170,,35.0,7.8,0
2009,-0.962,-77.817,ECUADOR,160,,35.0,5.62,0
2009,36.517,70.95,AFGHANISTAN,40,,18.0,6.1,0
2009,10.434,-69.715,VENEZUELA,160,,7.0,5.4,0
2009,-10.108,33.818,MALAWI,10,,6.0,6.0,0
2009,23.796,121.605,TAIWAN,30,,57.0,6.4,0
2010,-8.743,157.477,SOLOMON ISLANDS,170,,26.0,6.6,1
2010,-8.799,157.346,SOLOMON ISLANDS,170,,25.0,7.1,1
2010,-9.019,157.551,SOLOMON ISLANDS,170,,15.0,6.8,1
2010,38.245,71.467,TAJIKISTAN,40,,47.0,5.487,0
2010,40.652,-124.692,USA,150,,29.0,6.5,0
2010,18.457,-72.533,HAITI,90,,13.0,7.0,1
2010,30.268,105.668,CHINA,30,,10.0,5.219,0
2009,27.262,91.417,BHUTAN,60,,26.0,5.535,0
2009,-26.414,27.494,SOUTH AFRICA,10,,2.0,4.005,0
2009,-9.948,33.878,MALAWI,10,,8.0,5.9,0
2009,17.109,73.767,INDIA,60,,10.0,5.365,0
2009,34.921,139.261,JAPAN,30,,7.0,5.195,0
2009,32.437,-115.165,MEXICO,150,,9.0,5.9,0
2009,27.319,91.51,BHUTAN,60,,10.0,5.554,0
1982,46.975,-66.659,CANADA,150,6.0,7.0,5.085,0
1968,37.8,13.2,ITALY,130,,33.0,5.487,0
2010,-36.122,-72.898,CHILE,160,9.0,22.0,8.8,1
2010,38.864,39.986,TURKEY,140,,12.0,6.1,0
2010,-34.29,-71.891,CHILE,160,,11.0,6.9,1
2010,32.297,-115.278,MEXICO,150,,4.0,7.2,0
2001,6.898,126.579,PHILIPPINES,170,,33.0,7.5,0
2002,-21.696,-179.513,FIJI,170,,580.0,7.7,0
2002,-23.884,178.495,FIJI,170,,675.0,7.7,0
2008,53.882,152.886,RUSSIA,50,,633.0,7.7,0
2006,-5.473,128.131,INDONESIA,170,,397.0,7.6,0
2007,22.013,142.668,JAPAN,30,,260.0,7.5,0
1990,-5.097,150.967,PAPUA NEW GUINEA,170,,179.0,7.5,0
2010,33.165,96.548,CHINA,30,,17.0,6.9,0
2010,2.383,97.048,INDONESIA,60,,31.0,7.8,1
2010,-7.907,107.879,INDONESIA,60,,65.0,5.365,0
2010,10.454,-63.475,VENEZUELA,160,,8.0,5.5,0
2010,32.45,48.3,IRAN,140,,5.0,5.28,0
2010,25.558,105.804,CHINA,30,,27.0,4.7700000000000005,0
2010,35.633,67.658,AFGHANISTAN,40,,13.0,5.6,0
2010,25.93,128.425,JAPAN,30,,25.0,7.0,1
2010,-30.794,121.406,AUSTRALIA,60,,0.0,5.45,0
2010,25.523,101.903,CHINA,30,,36.0,5.286,0
2010,-24.836,-65.457,ARGENTINA,160,7.0,15.0,6.3,0
2010,3.748,96.018,INDONESIA,60,,38.0,7.2,0
2005,15.775,-61.744,GUADELOUPE,90,,12.0,5.8,1
2010,35.9,4.12,ALGERIA,15,,2.0,5.45,0
2010,22.918,120.795,TAIWAN,30,,21.0,6.3,0
2010,16.591,145.682,USA TERRITORY,170,,10.0,4.7700000000000005,1
2010,7.881,91.936,INDIA,60,6.0,35.0,7.5,1
1910,-16.0,166.0,VANUATU,170,,70.0,7.362999999999999,0
2010,-2.174,136.543,INDONESIA,170,6.0,18.0,7.0,0
2010,13.667,92.831,INDIA,60,,34.0,6.7,0
2010,45.88,-75.48,CANADA,150,6.0,22.0,5.2,0
2010,27.022,53.861,IRAN,140,,10.0,5.8,0
2010,6.486,123.467,PHILIPPINES,170,4.0,586.0,7.6,0
2010,-17.541,168.069,VANUATU,170,7.0,25.0,7.2,1
2010,35.49,54.47,IRAN,140,,7.0,5.7,0
2010,-43.522,171.83,NEW ZEALAND,170,9.0,12.0,7.0,0
2010,30.099,80.026,INDIA,60,,36.0,4.855,0
2010,-18.058,-70.547,PERU,160,,37.0,6.2,0
2010,18.4,-67.07,USA TERRITORY,90,,113.0,5.8,0
2010,29.647,51.665,IRAN,140,,27.0,5.8,0
2010,-3.487,100.082,INDONESIA,60,,20.0,7.8,1
2010,12.484,141.476,USA TERRITORY,170,,10.0,6.9,1
2010,43.76,20.673,SERBIA,130,6.0,1.0,5.5,0
1925,46.4,-111.24,USA,150,8.0,25.0,6.559000000000001,0
2010,26.901,143.698,JAPAN,30,,14.0,7.4,1
2010,28.412,59.18,IRAN,140,,12.0,6.5,0
2010,-19.702,167.947,VANUATU,170,,16.0,7.3,1
2011,30.16,51.62,IRAN,140,,24.0,4.855,0
2011,28.777,63.951,PAKISTAN,60,,68.0,7.2,0
2010,32.7,-115.921,USA,150,,5.0,5.8,0
2010,13.197,93.087,INDIA,60,,20.0,5.9,0
2010,29.872,80.428,INDIA,60,,16.0,5.45,0
2010,16.396,-97.782,MEXICO,150,,20.0,6.2,0
2010,35.217,59.308,IRAN,140,,24.0,5.4,0
2010,-1.266,-77.306,ECUADOR,160,,207.0,7.1,0
2010,27.197,103.005,CHINA,30,,35.0,5.195,0
2010,-43.57,172.388,NEW ZEALAND,170,5.0,9.0,5.28,0
2010,-40.433,176.818,NEW ZEALAND,170,6.0,21.0,5.365,0
2010,-43.598,172.69,NEW ZEALAND,170,7.0,6.0,5.28,0
2010,23.407,90.648,BANGLADESH,60,5.0,10.0,5.11,0
2011,-36.474,-73.125,CHILE,160,,28.0,6.8,1
2010,33.869,72.887,PAKISTAN,60,,33.0,5.45,0
2011,-43.583,172.68,NEW ZEALAND,170,,6.0,6.1,1
1956,-19.0,-70.0,CHILE,160,5.0,55.0,6.827,1
2011,38.435,142.842,JAPAN,30,,32.0,7.3,1
2011,38.297,142.373,JAPAN,30,,29.0,9.1,1
2011,20.687,99.822,MYANMAR (BURMA),60,6.0,8.0,6.8,0
2010,33.37,48.94,IRAN,140,,5.0,5.195,0
2011,38.276,141.588,JAPAN,30,,42.0,7.1,1
2011,36.281,141.111,JAPAN,30,,43.0,7.9,0
2011,38.058,144.59,JAPAN,30,,19.0,7.6,0
2011,-19.157,168.311,VANUATU,170,,24.0,6.5,1
1965,34.9,138.0,JAPAN,30,,36.0,6.09,1
1992,32.536,141.641,JAPAN,30,,16.0,6.291,1
1994,23.959,122.448,TAIWAN,30,4.0,16.0,6.5,1
2011,37.699,-1.672,SPAIN,130,,1.0,5.1,0
2011,-29.539,-176.34,KERMADEC ISLANDS (NEW ZEALAND),170,,17.0,7.6,1
2011,38.034,143.264,JAPAN,30,,23.0,7.0,1
2011,52.05,-171.836,USA,150,,52.0,7.3,1
2010,30.178,67.117,PAKISTAN,60,,27.0,5.025,0
2010,35.827,-96.772,USA,150,,5.0,4.549,0
2010,7.521,37.839,ETHIOPIA,10,,10.0,5.365,0
2010,-43.55,172.647,NEW ZEALAND,170,,5.0,4.855,0
2011,40.081,71.41,UZBEKISTAN,40,,20.0,6.1,0
2011,24.693,97.943,CHINA,30,,31.0,5.11,0
2011,24.618,94.68,MYANMAR (BURMA),60,,85.0,6.3,0
2011,38.947,-107.497,USA,150,,1.0,3.665,0
2011,39.12,29.04,TURKEY,140,,7.0,4.685,0
2008,23.97,97.569,CHINA,30,,35.0,4.8,0
2011,9.457,125.935,PHILIPPINES,170,,50.0,5.5,0
2011,24.719,97.969,CHINA,30,,26.0,5.5,0
2011,-18.311,168.218,VANUATU,170,,28.0,7.0,1
2011,-18.365,168.143,VANUATU,170,,32.0,7.1,1
2011,52.171,-171.708,USA,150,,32.0,6.8,1
2011,2.965,97.893,INDONESIA,60,,91.0,6.7,0
2011,37.001,140.401,JAPAN,30,,11.0,6.6,0
2011,27.73,88.155,INDIA,60,,50.0,6.9,0
2011,14.186,-90.238,GUATEMALA,100,,9.0,5.6,0
1938,37.0,141.7,JAPAN,30,,0.0,6.827,1
2011,38.722,43.513,TURKEY,140,,16.0,7.1,0
2011,-28.993,-176.238,KERMADEC ISLANDS (NEW ZEALAND),170,,33.0,7.4,1
2011,31.373,100.757,CHINA,30,,43.0,5.365,0
2011,29.698,80.754,NEPAL,60,,26.0,5.4,0
2011,43.648,82.437,CHINA,40,,28.0,5.6,0
2011,35.532,-96.765,USA,150,8.0,5.0,5.7,0
2011,7.904,125.185,PHILIPPINES,170,,46.0,5.0,0
2011,38.429,43.229,TURKEY,140,,5.0,5.7,0
2011,17.844,-99.963,MEXICO,150,,54.0,6.4,0
2011,-41.364,174.315,NEW ZEALAND,170,,56.0,5.535,0
2011,-43.49,172.8,NEW ZEALAND,170,,10.0,5.8,0
2011,51.842,95.911,RUSSIA,40,,15.0,6.7,0
2011,43.015,88.247,CHINA,40,,21.0,5.535,0
2011,-43.564,172.743,NEW ZEALAND,170,,6.0,6.0,0
2011,25.075,98.721,CHINA,30,,39.0,5.535,0
2011,32.447,95.948,CHINA,40,,29.0,5.535,0
2011,37.936,-77.933,USA,150,7.0,6.0,5.8,0
2011,24.932,98.73,CHINA,30,,40.0,5.28,0
2011,13.297,-87.898,EL SALVADOR,100,,43.0,5.365,0
2011,-4.586,122.771,INDONESIA,170,,8.0,6.1,0
1985,37.688,15.068,ITALY,130,,10.0,4.685,0
2012,36.288,58.835,IRAN,140,,8.0,5.3,0
2012,-14.168,-75.635,PERU,160,,43.0,6.4,0
1984,52.878,-4.198,UK,120,,13.0,5.219,0
2012,9.999,123.206,PHILIPPINES,170,8.0,11.0,6.7,1
2012,-17.827,167.133,VANUATU,170,,23.0,7.0,1
2011,39.955,77.028,CHINA,40,,10.0,5.7,0
2011,37.063,-104.701,USA,150,7.0,4.0,5.4,0
2011,28.724,77.189,INDIA,60,,10.0,4.685,0
2011,21.211,70.533,INDIA,60,,10.0,5.28,0
2012,16.493,-98.231,MEXICO,150,8.0,20.0,7.4,1
2012,10.037,125.633,PHILIPPINES,170,,18.0,5.8,0
2012,40.887,144.944,JAPAN,30,,12.0,6.9,1
2012,2.327,93.063,INDONESIA,60,,20.0,8.6,1
2012,0.802,92.463,INDONESIA,60,,25.0,8.2,1
2012,-32.625,-71.365,CHILE,160,,29.0,6.7,0
2012,-18.972,168.741,VANUATU,170,,11.0,6.3,1
2011,-14.438,-75.966,PERU,160,,24.0,6.9,0
2011,27.449,88.684,INDIA,60,,10.0,4.005,0
2011,-0.13,-78.37,ECUADOR,160,,3.0,4.43,0
2011,35.531,-96.788,USA,150,,5.0,5.0,0
2011,24.96,95.232,MYANMAR (BURMA),60,4.0,107.0,5.7,0
2011,38.31,76.888,CHINA,40,,32.0,5.535,0
2012,32.747,47.726,IRAN,140,,10.0,5.4,0
2012,41.549,46.789,AZERBAIJAN,40,,11.0,5.7,0
2012,44.851,11.086,ITALY,130,,10.0,5.9,0
2012,44.89,11.23,ITALY,130,,6.0,6.1,0
2012,31.428,56.778,IRAN,140,,10.0,5.45,0
2012,22.661,120.891,TAIWAN,30,,28.0,5.9,0
2012,12.354,123.7,PHILIPPINES,170,,37.0,5.6,0
2012,42.645,22.968,BULGARIA,110,7.0,10.0,5.6,0
1852,-6.5,105.5,INDONESIA,60,8.0,150.0,6.425000000000001,1
1949,17.0,121.5,PHILIPPINES,170,,80.0,6.3580000000000005,1
2012,-7.692,106.371,INDONESIA,60,,50.0,5.8,0
1952,-18.5,169.25,VANUATU,170,,260.0,6.626,1
2012,27.767,100.781,CHINA,30,,10.0,5.5,0
2012,-35.2,-72.217,CHILE,160,,41.0,7.2,0
2012,36.42,28.88,TURKEY,140,,35.0,6.1,0
2012,36.023,69.351,AFGHANISTAN,40,,16.0,5.8,0
2012,43.433,84.7,CHINA,40,,18.0,6.3,0
2012,-9.694,159.727,SOLOMON ISLANDS,170,,20.0,6.4,0
2012,38.329,46.826,IRAN,140,,11.0,6.5,0
2012,49.8,145.064,RUSSIA,50,,583.0,7.7,0
2012,26.175,92.889,INDIA,60,,43.0,5.4,0
2012,38.612,70.354,TAJIKISTAN,40,,10.0,5.7,0
2012,-17.678,-69.591,CHILE,160,,10.0,6.3,0
2012,-16.764,-43.999,BRAZIL,160,,10.0,4.515,0
2012,12.139,-88.59,NICARAGUA,100,,28.0,7.3,1
2012,10.811,126.638,PHILIPPINES,170,,28.0,7.6,1
2012,10.085,-85.315,COSTA RICA,100,,35.0,7.6,1
2012,27.575,103.983,CHINA,30,,10.0,5.6,0
2012,-1.315,120.096,INDONESIA,170,,10.0,6.3,0
1919,12.32,-88.301,NICARAGUA,100,7.0,20.0,6.7,1
2012,52.788,-132.101,CANADA,150,,14.0,7.7,1
2012,13.988,-91.895,GUATEMALA,100,,24.0,7.3,1
2012,23.005,95.885,MYANMAR (BURMA),60,,14.0,6.8,0
2012,40.411,90.355,CHINA,40,,10.0,5.1,0
2012,33.506,59.571,IRAN,140,,14.0,5.7,0
2012,37.89,143.949,JAPAN,30,,31.0,7.2,1
2012,44.831,11.49,ITALY,130,,5.0,5.1,0
2012,37.294,42.325,TURKEY,140,,5.0,5.535,0
2012,32.978,119.593,CHINA,30,,10.0,5.195,0
2012,2.707,96.045,INDONESIA,60,,22.0,6.5,0
2013,55.393,-134.652,USA,150,,10.0,7.5,1
2013,4.927,95.907,INDONESIA,60,,12.0,6.1,0
2013,-10.799,165.114,SOLOMON ISLANDS,170,8.0,24.0,7.9,1
1953,-13.189,166.516,SOLOMON ISLANDS,170,,35.0,7.5,0
1963,-10.472,165.77,SOLOMON ISLANDS,170,,35.0,7.5,0
1963,-10.286,165.413,SOLOMON ISLANDS,170,,28.0,7.5,0
1970,-14.095,166.57,SOLOMON ISLANDS,170,,39.0,7.5,0
2013,-10.928,166.018,SOLOMON ISLANDS,170,,21.0,7.0,1
2013,1.135,-77.393,COLOMBIA,160,,145.0,7.0,0
2013,27.226,103.071,CHINA,30,,10.0,4.9,0
2013,-15.748,-71.425,PERU,160,,8.0,5.535,0
2013,25.98,99.812,CHINA,30,,8.0,5.4,0
2012,23.739,81.314,INDIA,60,,10.0,5.28,0
2013,28.428,51.593,IRAN,140,,12.0,6.3,0
2013,23.828,121.215,TAIWAN,30,,19.0,6.0,0
2013,28.033,61.996,IRAN,140,,80.0,7.7,0
2013,46.221,150.788,RUSSIA,50,,110.0,7.2,1
2013,30.308,102.888,CHINA,30,,14.0,6.6,0
2013,34.369,134.828,JAPAN,30,,14.0,5.8,0
2013,34.526,70.22,AFGHANISTAN,40,,64.0,5.5,0
2013,33.061,75.863,INDIA,60,,15.0,5.7,0
1968,44.08,8.0,ITALY,130,6.0,7.0,4.6,1
2013,26.56,57.77,IRAN,140,,15.0,6.1,0
1963,40.698,29.159,TURKEY,140,8.0,30.0,6.2,1
2013,54.892,153.221,RUSSIA,50,,598.0,8.3,0
2013,40.119,77.466,CHINA,40,,10.0,5.487,0
2013,23.789,121.141,TAIWAN,30,,17.0,6.3,0
2013,7.275,124.898,PHILIPPINES,170,,10.0,5.7,0
2013,4.645,96.665,INDONESIA,60,,13.0,6.1,0
2013,-8.305,116.058,INDONESIA,60,,47.0,5.1,0
2013,54.263,86.173,RUSSIA,40,,10.0,5.3,0
2013,34.512,104.262,CHINA,30,,8.0,6.0,0
2013,-41.704,174.337,NEW ZEALAND,170,,17.0,6.5,1
1938,52.2,-131.9,CANADA,150,,16.0,6.291,1
1911,60.5,-149.0,USA,150,8.0,60.0,6.693,1
2013,16.878,-99.498,MEXICO,150,8.0,21.0,6.2,0
2013,14.606,-92.121,GUATEMALA,100,7.0,66.0,6.4,0
2013,28.243,99.35,CHINA,30,,8.0,5.6,0
2013,-41.734,174.152,NEW ZEALAND,170,9.0,8.0,6.5,1
2013,38.689,22.695,GREECE,130,4.0,0.0,5.3,0
2013,36.534,3.086,ALGERIA,15,,10.0,5.11,0
2013,33.958,139.352,JAPAN,30,,9.0,5.8,0
2013,31.817,-97.088,USA,150,,0.0,2.815,0
2013,36.703,5.261,ALGERIA,15,,7.0,5.353,0
2013,-8.803,113.002,INDONESIA,60,,60.0,5.7,0
2013,26.951,65.501,PAKISTAN,60,4.0,15.0,7.7,1
2013,-15.839,-74.511,PERU,160,8.0,40.0,7.1,0
1855,-39.2,177.6,NEW ZEALAND,170,,25.0,5.705,1
1868,-40.2,173.0,NEW ZEALAND,170,,12.0,7.6,1
2013,27.183,65.505,PAKISTAN,60,7.0,12.0,6.8,0
1880,-38.85,178.85,NEW ZEALAND,170,,12.0,7.0,1
1895,-38.8,176.0,NEW ZEALAND,170,,12.0,6.0,1
1993,-28.886,-176.819,KERMADEC ISLANDS (NEW ZEALAND),170,,20.0,6.6,1
2013,9.88,124.117,PHILIPPINES,170,9.0,19.0,7.1,0
2013,35.514,23.252,GREECE,130,7.0,40.0,6.6,1
2013,5.103,95.971,INDONESIA,60,5.0,10.0,5.4,0
2013,37.156,144.661,JAPAN,30,6.0,35.0,7.1,1
2013,-60.274,-46.401,ANTARCTICA,20,,10.0,7.7,1
2013,29.32,51.31,IRAN,140,5.0,8.0,5.8,0
2014,27.15,54.448,IRAN,140,,8.0,5.2,0
2014,-40.66,175.814,NEW ZEALAND,170,7.0,28.0,6.1,0
2014,19.043,-66.81,USA TERRITORY,90,5.0,20.0,6.4,0
2014,38.208,20.453,GREECE,130,8.0,8.0,6.1,0
2014,-7.986,109.265,INDONESIA,60,6.0,66.0,6.1,0
2014,38.264,20.39,GREECE,130,6.0,5.0,6.0,0
2014,26.589,57.741,IRAN,140,,10.0,5.535,0
2014,35.905,82.586,CHINA,40,3.0,10.0,6.9,0
2014,-30.679,121.187,AUSTRALIA,60,,0.0,4.5,0
2014,-19.981,-70.702,CHILE,160,7.0,20.0,6.7,1
2014,-19.61,-70.769,CHILE,160,8.0,25.0,8.2,1
2014,-20.571,-70.493,CHILE,160,8.0,22.0,7.7,1
2014,28.174,103.619,CHINA,30,,25.0,5.62,0
2014,33.933,-117.916,USA,150,6.0,5.0,5.1,0
2014,12.403,-86.378,NICARAGUA,100,6.0,13.0,6.1,0
2014,-11.27,162.148,SOLOMON ISLANDS,170,,23.0,7.6,1
2014,-11.463,162.051,SOLOMON ISLANDS,170,,39.0,7.4,1
2014,12.151,-86.281,NICARAGUA,100,7.0,10.0,5.2,0
2014,33.684,131.825,JAPAN,30,7.0,79.0,6.3,0
2014,17.397,-100.972,MEXICO,150,8.0,24.0,7.2,1
2014,-6.755,155.024,PAPUA NEW GUINEA,170,,43.0,7.5,1
1931,54.0,1.067,UK,120,8.0,70.0,6.09,1
2014,19.656,99.67,THAILAND,60,6.0,6.0,6.1,0
2014,26.387,68.358,PAKISTAN,60,,15.0,4.855,0
2014,17.235,-100.746,MEXICO,150,9.0,17.0,6.4,0
2014,40.289,25.389,GREECE,130,9.0,6.0,6.9,1
2014,25.0,97.845,CHINA,30,,10.0,5.9,0
2014,40.943,19.906,ALBANIA,130,4.0,10.0,5.0,0
2014,49.793,8.632,GERMANY,120,5.0,10.0,3.6,0
2014,51.849,178.735,USA,150,6.0,109.0,7.9,1
2014,-29.977,-177.725,NEW ZEALAND,170,,20.0,6.9,1
2014,14.724,-92.461,MEXICO,150,8.0,53.0,6.9,0
2014,36.856,3.181,ALGERIA,15,7.0,10.0,5.5,0
2014,17.682,-95.653,MEXICO,150,7.0,107.0,6.3,0
2014,37.005,142.453,JAPAN,30,5.0,20.0,6.5,1
2014,27.189,103.409,CHINA,30,7.0,12.0,6.2,0
2014,58.335,-136.971,USA,150,4.0,10.0,6.0,1
1994,-10.777,113.366,INDONESIA,60,,11.0,6.5,1
2014,-26.99,26.705,SOUTH AFRICA,10,7.0,5.0,5.4,0
2014,38.215,-122.312,USA,150,8.0,11.0,6.0,0
2014,32.703,47.695,IRAN,140,8.0,10.0,6.2,0
2014,28.125,103.546,CHINA,30,7.0,10.0,5.28,0
2014,-0.018,-78.322,ECUADOR,160,5.0,12.0,5.365,0
2008,-52.533,26.417,ATLANTIC OCEAN,70,,10.0,5.28,1
2014,-32.108,-110.811,CHILE,160,,17.0,7.0,1
2014,23.383,100.47,CHINA,30,4.0,9.0,6.1,0
2014,6.864,125.233,PHILIPPINES,170,5.0,26.0,5.45,0
2014,-13.843,-71.695,PERU,160,7.0,10.0,5.195,0
2014,1.893,126.522,INDONESIA,170,5.0,45.0,7.1,1
2014,30.34,101.737,CHINA,30,3.0,9.0,5.9,0
2014,36.641,137.888,JAPAN,30,9.0,9.0,6.2,0
2015,34.671,73.278,PAKISTAN,60,5.0,30.0,5.62,0
2015,44.133,85.568,CHINA,40,3.0,12.0,5.365,0
2015,44.509,18.917,BOSNIA-HERZEGOVINA,130,,2.0,4.175,0
2015,23.01,101.755,CHINA,30,,10.0,4.855,0
2014,23.358,100.533,CHINA,30,3.0,10.0,5.6,0
2015,39.856,142.881,JAPAN,30,5.0,23.0,6.7,1
2015,33.15,115.8,CHINA,30,,10.0,4.94,0
2015,-4.729,152.562,PAPUA NEW GUINEA,170,6.0,41.0,7.5,1
2015,28.231,84.731,NEPAL,60,8.0,8.0,7.8,0
2015,-16.431,168.148,VANUATU,170,,10.0,6.4,1
2015,24.203,122.316,TAIWAN,30,5.0,29.0,6.4,0
2015,44.126,19.936,SERBIA,130,4.0,9.0,4.4,0
2015,-5.462,151.875,PAPUA NEW GUINEA,170,7.0,55.0,7.5,1
2015,31.529,140.213,JAPAN,30,,10.0,5.7,1
2015,27.809,86.066,NEPAL,60,8.0,15.0,7.3,0
2015,27.839,140.493,JAPAN,30,6.0,664.0,7.8,0
2015,33.856,73.193,PAKISTAN,60,7.0,17.0,5.1,0
2015,-10.401,165.141,SOLOMON ISLANDS,170,8.0,11.0,7.0,1
2015,-9.307,158.403,SOLOMON ISLANDS,170,4.0,12.0,6.7,1
2015,-2.141,28.897,RWANDA,10,5.0,11.0,5.8,0
2015,-2.629,138.528,INDONESIA,170,7.0,48.0,7.0,0
